Adres,Cena,Powierzchnia,Forma własności,Liczba pokoi,Stan wykończenia,Piętro,Balkon / ogród / taras,Czynsz,Miejsce parkingowe,Ogrzewanie,Certyfikat energetyczny,Rynek,Typ ogłoszeniodawcy,Dostępne od,Rok budowy,Rodzaj zabudowy,Okna,Winda,Media,Zabezpieczenia,Wyposażenie,Informacje dodatkowe,Materiał budynku,Link
"ul. Zgoda, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",1 155 000 zł,"44,19 m²",pełna własność,2,,4/9,balkon,660 zł,,,,wtórny,biuro nieruchomości,2024-09-01,,,,tak,,,,pom. użytkowe,,https://www.otodom.pl/pl/oferta/przy-pkin-2-pokoje-z-duzym-balkonem-do-wejscia-ID4rnVH
"ul. Walewska, Grochów, Praga-Południe, Warszawa, mazowieckie",640 000 zł,36 m²,pełna własność,2,do wykończenia,parter/3,,800 zł,,miejskie,W trakcie realizacji / Zwolnione,wtórny,prywatny,,,blok,plastikowe,nie,"telewizja kablowa, internet",domofon / wideofon,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia",cegła,https://www.otodom.pl/pl/oferta/sprzedam-bezposrednio-2-pokoje-36m2-ID4rnVF
"Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",650 000 zł,29 m²,spółdzielcze wł. prawo do lokalu,1,do zamieszkania,8/10,,,,miejskie,,wtórny,biuro nieruchomości,2024-07-03,1970,blok,plastikowe,tak,,domofon / wideofon,"zmywarka, lodówka, meble, piekarnik, kuchenka",,wielka płyta,https://www.otodom.pl/pl/oferta/kawalerka-29m-srodmiescie-wspolna-ID4rnS6
"ul. Jana Kazimierza, Odolany, Wola, Warszawa, mazowieckie",1 480 000 zł,"64,19 m²",pełna własność,3,do zamieszkania,3/7,balkon,912 zł,garaż/miejsce parkingowe,miejskie,,wtórny,prywatny,,2019,blok,drewniane,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","klimatyzacja, pom. użytkowe",,https://www.otodom.pl/pl/oferta/3-pokojowy-apartament-64-m2-loggia-bezposrednio-ID4r3JA
"Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",1 565 000 zł,50 m²,,2,do zamieszkania,parter/5,,,garaż/miejsce parkingowe,,,wtórny,biuro nieruchomości,,1955,kamienica,plastikowe,nie,"telewizja kablowa, telefon",,meble,"klimatyzacja, piwnica",,https://www.otodom.pl/pl/oferta/ekskluzywny-apartament-50m2-ul-koszykowa-ID4rnV4
"ul. Józefa Chłopickiego, Grochów, Praga-Południe, Warszawa, mazowieckie",899 000 zł,"65,63 m²",,3,,parter/5,balkon,1 100 zł,garaż/miejsce parkingowe,,,wtórny,biuro nieruchomości,,1999,blok,,tak,,,,pom. użytkowe,,https://www.otodom.pl/pl/oferta/praktyczne-trzy-pokoje-z-piwnica-i-garazem-ID4rnV3
"ul. Instalatorów, Raków, Włochy, Warszawa, mazowieckie",874 000 zł,"59,25 m²",pełna własność,3,do wykończenia,2/6,balkon,,garaż/miejsce parkingowe,miejskie,,pierwotny,prywatny,,2024,blok,,tak,,"teren zamknięty, domofon / wideofon, monitoring / ochrona",,,cegła,https://www.otodom.pl/pl/oferta/bezposrednio-okazja-klucze-za-3mc-garaz-ID4qRgs
"ul. Radziwie, Młynów, Wola, Warszawa, mazowieckie",759 000 zł,"42,59 m²",pełna własność,2,do zamieszkania,9/10,,,,miejskie,,wtórny,biuro nieruchomości,,2012,apartamentowiec,,tak,,"teren zamknięty, domofon / wideofon",,piwnica,cegła,https://www.otodom.pl/pl/oferta/wola-radziwie-7-2-pokoje-ID4rnWu
"ul. Czerniakowska 26B, Czerniaków, Mokotów, Warszawa, mazowieckie",1 160 000 zł,80 m²,pełna własność,4,,4/4,balkon,,garaż/miejsce parkingowe,miejskie,,wtórny,prywatny,,1985,blok,plastikowe,nie,internet,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia",cegła,https://www.otodom.pl/pl/oferta/mieszkanie-80m2-dolny-mokotow-ul-czerniakowska-ID4qSWV
"ul. Kobryńska 10, Zerzeń, Wawer, Warszawa, mazowieckie",2 370 000 zł,"128,76 m²",pełna własność,5,do zamieszkania,1/2,"balkon, taras","600,04 zł",garaż/miejsce parkingowe,gazowe,W trakcie realizacji / Zwolnione,wtórny,prywatny,,2019,apartamentowiec,plastikowe,nie,,"system alarmowy, teren zamknięty, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","klimatyzacja, dwupoziomowe, pom. użytkowe",pustak,https://www.otodom.pl/pl/oferta/apartament-128m-taras-80m-widok-na-rezerwat-ID4qLjH
"Czechowice, Ursus, Warszawa, mazowieckie",685 000 zł,"44,4 m²",pełna własność,2,do zamieszkania,3/6,balkon,690 zł,garaż/miejsce parkingowe,kotłownia,W trakcie realizacji / Zwolnione,wtórny,prywatny,,2002,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,cegła,https://www.otodom.pl/pl/oferta/2-pokoje-45m2-z-basenem-przy-al-jerozolimskich-ID4rnUW
"ul. Śródziemnomorska, Stegny, Mokotów, Warszawa, mazowieckie",950 503 zł,"39,77 m²",pełna własność,2,do zamieszkania,> 10/11,"balkon, taras",490 zł,garaż/miejsce parkingowe,miejskie,A+,wtórny,prywatny,,2023,apartamentowiec,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",,"klimatyzacja, piwnica, pom. użytkowe",inny,https://www.otodom.pl/pl/oferta/okazja-mokotow-piekne-nowe-panoramiczne-40m2-2pok-ID4nLap
"ul. Alternatywy, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",1 079 000 zł,"58,27 m²",,3,do zamieszkania,4/12,balkon,1 100 zł,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,2024-07-19,2007,blok,,tak,internet,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,inny,https://www.otodom.pl/pl/oferta/wygodne-3-pok-mieszkanie-z-balkonem-i-garazem-ID4rnUL
"ul. Krasnobrodzka, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",850 000 zł,"63,5 m²",,3,,10/10,,,,,,wtórny,biuro nieruchomości,,,,,nie,,,,,,https://www.otodom.pl/pl/oferta/trzy-pokoje-ksiega-wieczysta-metro-ID4rnUE
"ul. Topiel, Powiśle, Śródmieście, Warszawa, mazowieckie",900 000 zł,48 m²,pełna własność,3,do zamieszkania,1/4,,900 zł,,miejskie,,wtórny,biuro nieruchomości,2024-07-03,1966,kamienica,plastikowe,nie,,domofon / wideofon,,,cegła,https://www.otodom.pl/pl/oferta/3-pokoje-na-powislu-ID4rnUo
"ul. Targowa 37a, Stara Praga, Praga-Północ, Warszawa, mazowieckie",1 060 000 zł,"77,3 m²",spółdzielcze wł. prawo do lokalu,3,do remontu,6/6,balkon,1 200 zł,garaż/miejsce parkingowe,miejskie,B-,wtórny,prywatny,,1992,blok,plastikowe,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","lodówka, meble, piekarnik, pralka","piwnica, oddzielna kuchnia",beton,https://www.otodom.pl/pl/oferta/targowa-77m2-piwnica-garaz-widok-na-stadion-ID4rczD
"ul. Lucjana Rudnickiego 3a, Piaski, Bielany, Warszawa, mazowieckie",1 485 000 zł,93 m²,pełna własność,4,do zamieszkania,1/9,balkon,1 300 zł,garaż/miejsce parkingowe,miejskie,,wtórny,prywatny,,2007,apartamentowiec,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka","oddzielna kuchnia, pom. użytkowe",cegła,https://www.otodom.pl/pl/oferta/sprzedam-lub-zamienie-na-mniejsze-rudnickiego-3a-ID4rnTX
"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",1 590 000 zł,"54,74 m²",spółdzielcze wł. prawo do lokalu,2,do zamieszkania,1/2,,,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,2024-01-29,1921,kamienica,plastikowe,nie,"telewizja kablowa, internet","system alarmowy, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","klimatyzacja, piwnica",cegła,https://www.otodom.pl/pl/oferta/54-74-m2-designerskie-z-widokiem-na-palac-kultury-ID4mAOu
"Okęcie, Włochy, Warszawa, mazowieckie",640 000 zł,"31,8 m²",pełna własność,2,do zamieszkania,3/7,balkon,400 zł,garaż/miejsce parkingowe,miejskie,,wtórny,prywatny,,,blok,plastikowe,tak,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",pom. użytkowe,,https://www.otodom.pl/pl/oferta/2-pokoje-32-m2-krancowa-balkon-garaz-bezposr-ID4rnTD
"ul. Szeligowska, Chrzanów, Bemowo, Warszawa, mazowieckie",1 150 000 zł,"64,33 m²",pełna własność,3,do zamieszkania,parter/6,"ogródek, taras",880 zł,garaż/miejsce parkingowe,miejskie,,wtórny,prywatny,,2017,blok,plastikowe,tak,"telewizja kablowa, internet","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",pom. użytkowe,,https://www.otodom.pl/pl/oferta/pilnie-3-pokoje-ogrodek-biuro-parking-komorka-ID4pPmC
"ul. Dantego Alighieri 7, Wawrzyszew, Bielany, Warszawa, mazowieckie",887 000 zł,64 m²,spółdzielcze wł. prawo do lokalu,5,do zamieszkania,5/10,balkon,1 425 zł,,miejskie,W trakcie realizacji / Zwolnione,wtórny,prywatny,,1975,blok,plastikowe,tak,"telewizja kablowa, internet",domofon / wideofon,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",piwnica,wielka płyta,https://www.otodom.pl/pl/oferta/5-pokoi-metro-wawrzyszew-przychod-7550-msc-roi-8-ID4qSUk
"ul. Chodzieska, Zerzeń, Wawer, Warszawa, mazowieckie",979 900 zł,"135,7 m²",pełna własność,4,do wykończenia,1/2,"balkon, taras",270 zł,,gazowe,,wtórny,biuro nieruchomości,,2021,szeregowiec,plastikowe,nie,internet,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",,dwupoziomowe,cegła,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-2-pietrowe-na-spokojnym-wawrze-ID4rnT2
"Czechowice, Ursus, Warszawa, mazowieckie",937 000 zł,47 m²,pełna własność,2,do zamieszkania,1/3,balkon,300 zł,,miejskie,W trakcie realizacji / Zwolnione,wtórny,prywatny,,,kamienica,plastikowe,nie,"telewizja kablowa, internet, telefon",domofon / wideofon,"zmywarka, lodówka, meble, pralka",piwnica,cegła,https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-dwupak-stopa-zwrotu-7-2-ID4qcTu
"ul. Radzymińska, Szmulowizna, Praga-Północ, Warszawa, mazowieckie",1 170 000 zł,"65,23 m²",,5,do zamieszkania,2/5,balkon,,,,,wtórny,biuro nieruchomości,,2018,,,nie,,,"meble, piekarnik, lodówka, pralka, zmywarka",,,https://www.otodom.pl/pl/oferta/mieszkanie-pod-inwestycje-lub-zamieszkania-ID4rnSg
"Szczęśliwice, Ochota, Warszawa, mazowieckie",485 000 zł,"25,7 m²",spółdzielcze wł. prawo do lokalu,1,do zamieszkania,2/4,balkon,,,miejskie,,wtórny,prywatny,,,blok,plastikowe,nie,,,,piwnica,inny,https://www.otodom.pl/pl/oferta/sprzedam-kawalerke-na-warszawskiej-ochocie-ID4rnS0
"ul. Grójecka, Stara Ochota, Ochota, Warszawa, mazowieckie",1 248 000 zł,64 m²,pełna własność,2,do zamieszkania,5/5,balkon,1 200 zł,,inne,,wtórny,biuro nieruchomości,2024-07-01,1937,kamienica,plastikowe,tak,"telewizja kablowa, internet",domofon / wideofon,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",piwnica,cegła,https://www.otodom.pl/pl/oferta/dwupokojowe-64m2-w-kamienicy-z-1937r-ul-grojecka-ID4rnRN
"ul. Komitetu Obrony Robotników, Okęcie, Włochy, Warszawa, mazowieckie",389 000 zł,"29,75 m²",pełna własność,1,do wykończenia,3/3,balkon,400 zł,,kotłownia,,wtórny,prywatny,,2024,kamienica,plastikowe,nie,internet,domofon / wideofon,,,,https://www.otodom.pl/pl/oferta/2-pokoje-34-m-dobra-lokalizacja-balkon-ID4qpga
"ul. Porajów, Tarchomin, Białołęka, Warszawa, mazowieckie",860 000 zł,70 m²,,3,do zamieszkania,8/10,balkon,1 265 zł,,miejskie,,wtórny,biuro nieruchomości,2024-07-03,1983,blok,plastikowe,tak,,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",piwnica,inny,https://www.otodom.pl/pl/oferta/3-pokojowe-na-bialolece-na-sprzedaz-ID4rnQv
"ul. Sienna, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",1 035 000 zł,52 m²,pełna własność,1,do zamieszkania,5/5,balkon,900 zł,,miejskie,W trakcie realizacji / Zwolnione,wtórny,prywatny,,1927,kamienica,plastikowe,nie,internet,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica, pom. użytkowe",cegła,https://www.otodom.pl/pl/oferta/centrum-kamienica-wysokie-sufity-52m2-ID4rcvB
"ul. Domaniewska, Ksawerów, Mokotów, Warszawa, mazowieckie",915 500 zł,45 m²,spółdzielcze wł. prawo do lokalu,3,do zamieszkania,4/10,balkon,698 zł,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,,1980,blok,plastikowe,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",piwnica,cegła,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-45m2-bez-prowizji-ID4rnQj
"ul. Konduktorska 3, Sielce, Mokotów, Warszawa, mazowieckie",540 000 zł,"23,5 m²",pełna własność,1,do zamieszkania,3/4,,390 zł,,miejskie,,wtórny,prywatny,,1985,blok,plastikowe,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon","lodówka, meble, piekarnik, kuchenka, telewizor, pralka",piwnica,cegła,https://www.otodom.pl/pl/oferta/klimatyczna-kawalerka-na-mokotowie-ID4r3Ei
"Białołęka Dworska, Białołęka, Warszawa, mazowieckie",894 120 zł,75 m²,pełna własność,4,do wykończenia,parter/3,"balkon, ogródek, taras",,garaż/miejsce parkingowe,,,pierwotny,biuro nieruchomości,,2024,apartamentowiec,plastikowe,tak,"telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona",,pom. użytkowe,,https://www.otodom.pl/pl/oferta/ogrod-177m2-5mindoskm-duze-okna-wysokisufit-ID4rnQ4
"ul. Jerzego Iwanowa-Szajnowicza, Kabaty, Ursynów, Warszawa, mazowieckie",892 250 zł,"41,5 m²",pełna własność,2,do wykończenia,3,,,garaż/miejsce parkingowe,miejskie,A,wtórny,prywatny,,2024,blok,drewniane,nie,,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",,,cegła,https://www.otodom.pl/pl/oferta/sprzedam-2-pok-bezp-kabaty-ID4rnQ1
"ul. Płochocińska, Szamocin, Białołęka, Warszawa, mazowieckie",599 000 zł,"50,62 m²",pełna własność,3,do wykończenia,2/3,balkon,,,gazowe,,pierwotny,biuro nieruchomości,2024-03-10,2024,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",,pom. użytkowe,inny,https://www.otodom.pl/pl/oferta/3-2-pokoje-nowe-gotowe-do-odbioru-duzy-balkon-ID4pz1M
"Szamocin, Białołęka, Warszawa, mazowieckie",758 655 zł,"65,97 m²",pełna własność,4,do wykończenia,2/3,balkon,,garaż/miejsce parkingowe,inne,,pierwotny,biuro nieruchomości,2024-05-30,2023,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",,pom. użytkowe,inny,https://www.otodom.pl/pl/oferta/kameralny-cichy-budynek-ID4qPF4
"ul. Wacława Sierpińskiego, Rakowiec, Ochota, Warszawa, mazowieckie",665 000 zł,"33,3 m²",pełna własność,1,do zamieszkania,2/11,balkon,430 zł,,miejskie,A,wtórny,prywatny,,2001,blok,plastikowe,tak,"telewizja kablowa, internet","domofon / wideofon, monitoring / ochrona","lodówka, meble, piekarnik, kuchenka, pralka",,cegła,https://www.otodom.pl/pl/oferta/mieszkanie-na-ochocie-33-3-m-genialna-lokalizacja-ID4qfbe
"Grochów, Praga-Południe, Warszawa, mazowieckie",899 999 zł,"44,66 m²",pełna własność,2,do zamieszkania,1/5,balkon,480 zł,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,2024-07-03,2021,kamienica,,tak,,"monitoring / ochrona, domofon / wideofon",,,cegła,https://www.otodom.pl/pl/oferta/urzadzone-2m-praga-poludnie-zamieszkaj-juz-dzis-ID4rnPt
